Row Labels,Category
bit big,Null
bit crazy,Null
bit fast,Null
bit hard,Null
bit intense,Null
bit slow,Null
blame time,Null
blessed work,Null
block days,Null
block vacation,Null
blockbuster titles,Null
blue badge,Null
bluntly criticized,Null
blurry remote,Null
body nobody,Null
bone spare,Null
boo boo,Null
boo fault,Null
boring lot,Null
boring project,Null
bosses one,Null
bottles angry,Null
bottom independent,Null
bottom line,Null
box everyone,Null
boys tech,Null
brain body,Null
brain going,Null
branch mean,Null
brand advice,Null
break room,Null
break things,Null
breaks lots,Null
breaks night,Null
breath realistic,Null
breathing neck,Null
breeding zone,Null
brian bring,Null
bring workplace,Null
bringing days,Null
brings big,Null
broke often,Null
bs decisions,Null
build helpfu,Null
building immediately,Null
bunch opportunities,Null
bureaucratic limited,Null
burn advice,Null
burn helpfu,Null
burn workload,Null
burned much,Null
burnout advice,Null
bus survive,Null
buses made,Null
business analyst,Null
business bottom,Null
business direction,Null
business helpful,Null
business operations,Null
business slows,Null
business strategy,Null
business understaff,Null
busy depending,Null
busy peak,Null
busydays helpfu,Null
butt rather,Null
calgary amazon,Null
california hq,Null
call exciting,Null
call helpfu,Null
call opportunity,Null
call room,Null
call support,Null
call talent,Null
call time,Null
call working,Null
calling important,Null
calling simplest,Null
calls advice,Null
calls exactly,Null
calls might,Null
canada advice,Null
canada great,Null
canada read,Null
canadian leadership,Null
candidate think,Null
cannot believe,Null
cant spare,Null
capacity lead,Null
captains helpfu,Null
car biggest,Null
card helpful,Null
care human,Null
care mental,Null
cared making,Null
career dev,Null
career helpful,Null
career ladder,Null
career lots,Null
career selling,Null
careful influx,Null
careful take,Null
cares productivity,Null
caucasians hired,Null
caught bad,Null
cause majority,Null
ceiling output,Null
celebrating sharing,Null
center also,Null
center closed,Null
centers longer,Null
centre expect,Null
centre helpfu,Null
ceo back,Null
ceo pichai,Null
certain jobs,Null
certain levels,Null
certainly within,Null
chains get,Null
challenged need,Null
challenges sometimes,Null
challenging ambitious,Null
challenging aspect,Null
challenging everyone,Null
challenging hiring,Null
chance adjustment,Null
chance employee,Null
chance growth,Null
chance hard,Null
change appreciate,Null
change canadian,Null
change come,Null
change culture,Null
change flow,Null
change happen,Null
change method,Null
change needed,Null
change protect,Null
changed bottom,Null
changes complicated,Null
changes helpfu,Null
changing coaches,Null
chaotic necessary,Null
chaotic work,Null
cheaper price,Null
check customers,Null
cherry pick,Null
children successful,Null
choice evaluate,Null
choice suppose,Null
choose hour,Null
choosing grow,Null
chronic liar,Null
churn leads,Null
churn unhealthy,Null
circuit amazing,Null
city suburbs,Null
clear criteria,Null
climbing ladder,Null
cloak dagger,Null
close helpfu,Null
closed call,Null
closure due,Null
coaching warnings,Null
coast helpful,Null
codding privilege,Null
codebase complexity,Null
cog large,Null
cog machine,Null
cohesion fun,Null
collaborate undisclosed,Null
collaborating drain,Null
collaborative engineering,Null
colleagues hypocrites,Null
colleagues worked,Null
college grad,Null
colour even,Null
come everyone,Null
come feeling,Null
come go,Null
come role,Null
come system,Null
comer expect,Null
comes size,Null
coming every,Null
comment helpful,Null
comment make,Null
commented hr,Null
comments like,Null
communicate helpfu,Null
communicates fabricated,Null
communicating mpk,Null
communication follow,Null
communication issues,Null
commute direct,Null
commute tough,Null
companies job,Null
companies know,Null
company aftermath,Null
company agile,Null
company always,Null
company brings,Null
company care,Null
company concerned,Null
company contribution,Null
company customer,Null
company earth,Null
company entering,Null
company feel,Null
company felt,Null
company forever,Null
company geographically,Null
company grew,Null
company guess,Null
company hours,Null
company interests,Null
company maybe,Null
company means,Null
company mission,Null
company organic,Null
company pay,Null
company possible,Null
company proven,Null
company really,Null
company recruiters,Null
company reevaluates,Null
company see,Null
company seems,Null
company stated,Null
company terms,Null
company tough,Null
company vague,Null
company whose,Null
compare company,Null
compared helpfu,Null
compared toronto,Null
compared workload,Null
compensation people,Null
competition netflix,Null
competitive behavior,Null
competitive compared,Null
competitive lots,Null
competitive salary,Null
complain otherwise,Null
complain pay,Null
complaining ambitious,Null
complaining behavior,Null
complaints create,Null
complaints working,Null
complexity clear,Null
complexity comes,Null
complexity get,Null
complicated processes,Null
computer science,Null
con expect,Null
concerned americans,Null
conditions expected,Null
conditions work,Null
confront types,Null
confusion also,Null
conmen play,Null
connections career,Null
cons actually,Null
cons alll,Null
cons keep,Null
cons kind,Null
cons mention,Null
cons mind,Null
cons rooms,Null
cons see,Null
cons side,Null
cons tenure,Null
cons time,Null
cons weak,Null
consequences ways,Null
consider employee,Null
consideration set,Null
considering volume,Null
consistent company,Null
constant focus,Null
constantly bringing,Null
constantly news,Null
consumer information,Null
contact anyone,Null
contact employees,Null
context switching,Null
contingent contract,Null
continously working,Null
continue open,Null
continue support,Null
continue thank,Null
continuous heavy,Null
contract worker,Null
contracts enough,Null
contribute knowledge,Null
contribution helpfu,Null
contributions seen,Null
control high,Null
conversation people,Null
cool hats,Null
cop fb,Null
corpo big,Null
corporate middle,Null
corporate non,Null
corporation current,Null
correct approach,Null
could improved,Null
could lead,Null
could reasonable,Null
could resolved,Null
could small,Null
could use,Null
could work,Null
count even,Null
counter culture,Null
countries minority,Null
country industry,Null
course estimations,Null
covid 19,Null
covid limited,Null
covid specific,Null
coworker feedback,Null
coworkers bad,Null
coworkers better,Null
crappy reason,Null
crappy reasons,Null
crazily hard,Null
crazy 10,Null
crazy long,Null
crazy unreasonable,Null
crazy working,Null
create better,Null
create change,Null
create space,Null
created explain,Null
created promotional,Null
creates toxic,Null
creates uncomfortable,Null
creating reports,Null
creating schedules,Null
creative freedom,Null
credit deserve,Null
credit people,Null
credit something,Null
crew chef,Null
criteria promotions,Null
criticize bs,Null
criticized find,Null
crunch lot,Null
crush fears,Null
crushing team,Null
cult environment,Null
culture become,Null
culture changed,Null
culture fits,Null
culture focused,Null
culture grows,Null
culture hit,Null
culture horrible,Null
culture huge,Null
culture investing,Null
culture losing,Null
culture made,Null
culture means,Null
culture metrics,Null
culture might,Null
culture netflix,Null
culture poor,Null
culture rather,Null
culture real,Null
culture reasonable,Null
culture senior,Null
culture trying,Null
culty type,Null
curious netflix,Null
currency internally,Null
current company,Null
current methods,Null
currently many,Null
currently quite,Null
customer base,Null
customer disputes,Null
customer metrics,Null
customer obsession,Null
customers call,Null
customers come,Null
customers could,Null
customers feel,Null
customers helpfu,Null
customers long,Null
customers smartest,Null
customers waiting,Null
cuts helpfu,Null
cutthroat environment,Null
cutthroat much,Null
cycles year,Null
développement advice,Null
dagger approach,Null
dark feedback,Null
day dedicate,Null
day expected,Null
day experience,Null
day job,Null
day nothing,Null
day one,Null
day quickly,Null
day rewarded,Null
day slavery,Null
day takes,Null
day things,Null
day worst,Null
days also,Null
days company,Null
days count,Null
days days,Null
days fair,Null
days limited,Null
days lot,Null
days try,Null
days want,Null
dead treated,Null
deadlines difficult,Null
deadlines high,Null
deal bureaucracy,Null
dealing entitled,Null
dealt cons,Null
deceitful document,Null
december helpful,Null
decisions internal,Null
deck deceitful,Null
deck describes,Null
decline advice,Null
dedicate time,Null
default like,Null
defenitly kill,Null
defined career,Null
defined growing,Null
definitions offices,Null
dehumanizing advice,Null
delivery focused,Null
demanding mind,Null
demanding repetitive,Null
demanding would,Null
demonstrated following,Null
demoralising much,Null
demotivator helpfu,Null
depending items,Null
depending location,Null
dept helpfu,Null
describes sexist,Null
deserve helpful,Null
deserving people,Null
designation google,Null
designers generally,Null
designing owning,Null
desires future,Null
despite best,Null
despite competitive,Null
destroying thing,Null
determine authority,Null
detrimental tactics,Null
dev helpfu,Null
develop maybe,Null
developed often,Null
developer lasts,Null
developer plugging,Null
development think,Null
devs seems,Null
didnt see,Null
difference compensation,Null
different notion,Null
different orientations,Null
difficult balance,Null
difficult commute,Null
difficult determine,Null
difficult enough,Null
difficult especially,Null
difficult keep,Null
difficult navigate,Null
difficult visibility,Null
difficult way,Null
diluted day,Null
diluted helpfu,Null
direct transportation,Null
direction true,Null
directors majority,Null
directors nine,Null
directors seem,Null
directors vp,Null
disadvantages advice,Null
disappointed netflix,Null
discipline cutthroat,Null
discounts still,Null
discuss issues,Null
discuss question,Null
dishonest transparency,Null
dislike helpfu,Null
dispersed employee,Null
disputes understaff,Null
diversity within,Null
divide jobs,Null
divisions strong,Null
document become,Null
document move,Null
documents lots,Null
doesnt matter,Null
done ceiling,Null
done properly,Null
done suit,Null
dont cons,Null
doubt self,Null
downside helpfu,Null
downside work,Null
downtime also,Null
downtime imposter,Null
drag helpfu,Null
drain codebase,Null
drain let,Null
dream electric,Null
dream place,Null
drivers helpfu,Null
drivers seat,Null
driving long,Null
drones rating,Null
due cycles,Null
due incompetence,Null
due minimum,Null
due sheer,Null
duration advice,Null
duration long,Null
dutch american,Null
duties helpfu,Null
dynamic imagined,Null
dysfunctional personal,Null
early days,Null
early morning,Null
earning billions,Null
earth plenty,Null
ease mobility,Null
easier grow,Null
easiest job,Null
easy best,Null
easy burn,Null
easy least,Null
easy work,Null
eat humble,Null
eating sleeping,Null
educated qualified,Null
effect happening,Null
efficient need,Null
either align,Null
